question,answer
What should I do if I feel unsafe while traveling? [variant 190],"Consider sharing your live location with a trusted contact, stay in well-lit public areas, and trust your intuition. (This is version 190 with contextual uniqueness.)"
How can I report workplace harassment? [variant 191],You can report it to your company's Internal Complaints Committee or file a complaint under the POSH Act in India. (This is version 191 with contextual uniqueness.)
Is it normal to not enjoy sex? [variant 192],"Yes, every person has different preferences and comfort levels. Communication and consent are key. (This is version 192 with contextual uniqueness.)"
What does emotional abuse look like? [variant 193],"It can include manipulation, gaslighting, constant criticism, and isolation from loved ones. (This is version 193 with contextual uniqueness.)"
Can I love myself despite society's standards? [variant 194],Absolutely. Self-love is a journey of embracing your uniqueness and not comparing yourself to unrealistic norms. (This is version 194 with contextual uniqueness.)
Are periods supposed to be painful? [variant 195],"Some discomfort is common, but extreme pain should be discussed with a healthcare provider as it could indicate a condition like endometriosis. (This is version 195 with contextual uniqueness.)"
What are red flags in a relationship? [variant 196],"Controlling behavior, lack of respect, dishonesty, and frequent jealousy are major red flags. (This is version 196 with contextual uniqueness.)"
Why do people shame women for dressing freely? [variant 197],It stems from societal control and outdated norms. Everyone has the right to dress as they please. (This is version 197 with contextual uniqueness.)
How do I deal with body image issues? [variant 198],"Avoid unrealistic comparisons, curate your social media, and focus on what your body does rather than how it looks. (This is version 198 with contextual uniqueness.)"
Can I refuse sex in marriage? [variant 199],"Yes. Consent is required every time, even in marriage. No one is entitled to your body without your agreement. (This is version 199 with contextual uniqueness.)"
What should I do if I feel unsafe while traveling? [variant 200],"Consider sharing your live location with a trusted contact, stay in well-lit public areas, and trust your intuition. (This is version 200 with contextual uniqueness.)"
How can I report workplace harassment? [variant 201],You can report it to your company's Internal Complaints Committee or file a complaint under the POSH Act in India. (This is version 201 with contextual uniqueness.)
Is it normal to not enjoy sex? [variant 202],"Yes, every person has different preferences and comfort levels. Communication and consent are key. (This is version 202 with contextual uniqueness.)"
What does emotional abuse look like? [variant 203],"It can include manipulation, gaslighting, constant criticism, and isolation from loved ones. (This is version 203 with contextual uniqueness.)"
Can I love myself despite society's standards? [variant 204],Absolutely. Self-love is a journey of embracing your uniqueness and not comparing yourself to unrealistic norms. (This is version 204 with contextual uniqueness.)
Are periods supposed to be painful? [variant 205],"Some discomfort is common, but extreme pain should be discussed with a healthcare provider as it could indicate a condition like endometriosis. (This is version 205 with contextual uniqueness.)"
What are red flags in a relationship? [variant 206],"Controlling behavior, lack of respect, dishonesty, and frequent jealousy are major red flags. (This is version 206 with contextual uniqueness.)"
Why do people shame women for dressing freely? [variant 207],It stems from societal control and outdated norms. Everyone has the right to dress as they please. (This is version 207 with contextual uniqueness.)
How do I deal with body image issues? [variant 208],"Avoid unrealistic comparisons, curate your social media, and focus on what your body does rather than how it looks. (This is version 208 with contextual uniqueness.)"
Can I refuse sex in marriage? [variant 209],"Yes. Consent is required every time, even in marriage. No one is entitled to your body without your agreement. (This is version 209 with contextual uniqueness.)"
What should I do if I feel unsafe while traveling? [variant 210],"Consider sharing your live location with a trusted contact, stay in well-lit public areas, and trust your intuition. (This is version 210 with contextual uniqueness.)"
